,,,,,,,,,,,,,,,,,,,Martial,Flak,Flak,Cone Aoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hand Cannon,Basic,Gun,All-In,Blast,,,Point-Blank,X,Akimbo,Unload,,,,,,,,,Martial,Riccochet,Trickshot,Riccochets to 2 other targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revolver,Martial,Gun,Precision,Full-Bore,,,,Burst Fire,Akimbo,Lucky Shot,,,,,,,,,Martial,Narrow,Pin-Cushion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rifle,Martial,Gun,Precision,Full-Bore,,,Burst Fire,Trickshot,X,Rapid Reload,,,,,,,,,Martial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blunderbuss,Martial,Gun,All-In,Shred,,,Point-Blank,Flak,X,Unload,,,,,,,,,Martial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Gun,Martial,Gun,All-In,Blast,,,Point-Blank,,Cannonball,,,,,,,,,,Martial,Reach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Martial,Giant Blade,Execution,"Empower +1, Deals Max Damage against Wounded Targets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Martial,,Assassinate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Martial,,Akimbo,"Dual Weapon Attack, no MAP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Martial,,Snipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Sweep,,Assassinate,,,,,,,,,Martial,,Burst Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Puncture,Lash,Deft Throw,Pin-Cushion,Lunge,,Impale,,Snipe,Trickshot,Full-Bore,,,,,,Spec Ability,Single Load,Unload,Grant +1 Empower for each Ammo Consumed up to 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sever,Lacerate,,Cross Cut,Execution,Cleave,Whirlwind,Shred,Point-Blank,Rippershot,Flak,,,,,,Spec Ability,Magazine,Rapid Reload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Jab,Smash,,,Break,Haymaker,Shockwave,Blast,Burst Fire,Cannonball,Barrage,,,,,,Spec Ability,Double Edge,True Edge,Cannot miss or Crit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Spec Ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Pinch,Bite,Sting,Claw,Stomp,Gore,Headbutt,Hindkick,Trample,Dive,,,,,,,Spec Ability,Windblade,Iaijutsu,Reaction to Attack before an Enemy within X Spaces Draws or makes an Attack on You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Spec Ability,,Riposte,Reaction to Attack before an Attack Lands to Apply Disarm on a failed Fort Save,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Spec Ability,Hooked,Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Family,Class,MH Style,OH/2h Style,Specialization,Unique,Key,Major,Major,Minor,Minor,,,,,,,,Spec Ability,Whip,Wind-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longbow,Martial,Bow,Precision,All-In,,,Draw,Ammo: Arrows,Long Range,Two Handed,Quiver,,,,,,,,Spec Ability,Short Blade,Bladetwist,"After Hit, the Target Provokes an Attack of Opp, you can also Spend a Reaction to Apply Dibilitate, Bonus for Poison?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longsword,Martial,Sword,All-In,Block,,,Hand and a Half,Edged,Crossguard?,Pointed,X,,,,,,,,Spec Ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warhammer,Martial,Mace,All-In,Block,,,Heavy,Fell-Handed,Blunt,Hand and a Half,Pommel,,,,,,,,Spec Ability,Foregrip,Backstab,"Empower +1, When hitting with Precision Grant Heighten +1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revolver,Firearm,Firearm,Precision,X,,,Loading: Single,Quickdraw,Ammo: Bullets,Light / Akimbo,X,,,,,,,,Spec Ability,,Rampage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Simple,Shield,X,Block,,,,,,,,,,,,,,,Spec Ability,Style Versatility,You Learn a 2nd Combat Style based on the Weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quarterstaff,Simple,Staff,All-In,Block,,,Light?,Pole,,,X,,,,,,,,Spec Ability,Damage Versatility,You Learn the Basic and Martial Abilities of a 2nd Damage Type based on the Weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windblade,,Sword,Precision,Block,,,Single Edge,Quickdraw,Light,Pointed,X,,,,,,,,Feature,Giant Weapon,Overpower,Deal Mod Damage on a Miss if you choose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tome,,Casting,X,Focus,,,,,,,,,,,,,,,Feature,Sweeping Strikes,Sweep,Attack a 2nd nearby Target if you hit the first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shortsword,Martial,Sword,Precision,Block,,,,,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longsword,Martial,Sword,All-In,Block,,,,,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greatsword,Martial,Sword,All-In,Block,,,,,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeblade,Windblade,Sword,All-In,,,,,,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windblade,Windblade,Sword,Block,,,,,,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapier,Martial,Sword,Precision,,,,,,,,,,,,,,,,Feature,Agile?,Agile?,MAP reduced to -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scimitar,Martial,Sword,All-In,,,,,,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dagger,Basic,Dagger,Precision,,,,,,,,,,,,,,,,Feature,Twin,Ambidexterity,You can now Add your Modifier to Offhand Weapon Attacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Feature,Windblade,Quickdraw,you can Draw and attack as 1 Action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Feature,Magazine,Rapid Reload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammer,Basic,Mace,Precision,,,,,,,,,,,,,,,,Feature,Offhand,Blindside,"If made with an Offhand Weapon, this Attack has no MAP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mace,Basic,Mace,All-In,,,,,,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlehammer,Martial,Mace,All-In,,,,,,,,,,,,,,,,Expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maul,Martial,Mace,All-In,,,,,,,,,,,,,,,,Expertise,Deadly,,Damage Die Heightened +1 on Crit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Expertise,Fel-Handed,,Empower +1 on Attacks with MAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatchet,Basic,Axe,Precision,,,,,,,,,,,,,,,,Expertise,Jagged?,,Disadvantage on Saving Throws from Attacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axe,Basic,Axe,Precision,,,,,,,,,,,,,,,,Expertise,Hand and a Half,,"While Wielding 2 Handed, you can also use an Offhand Casting Focus, Fist Weapon, or Shield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleaxe,Martial,Axe,All-In,,,,,,,,,,,,,,,,Expertise,Uncanny Precision,,"If your Attack Roll Exceeds your Target's AC by 10 or more, it's a Crit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greataxe,Martial,Axe,All-In,,,,,,,,,,,,,,,,Expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Expertise,Resonance,,Advantage when Attacking a Guarding Target or a Target with Shielded HP and Deal a Bonus 1d6 Force Damage to all Targets of your Choice within 1 Space of the Target.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Action,Grip,Weight,Balance,Range,Storage?,,,,,,,,,Mastery,Unerring Attacks,,"If each of your Attack Rolls hit when you Roll with Advantage, the Attack deals Max Damage?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windglaive,Windblade,Polearm,Block,,Pommel,Foregrip,Quick,Fell-Handed,Close-Quarters,Concealed,,,,,,,,,Ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Pole,Hand and a Half,Light,Blade Turning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hand Cannon,Basic,Gun,All-In,,Pointed,Two Handed,,Haft,Reach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revolver,Martial,Gun,Precision,,Edged,Duelist,Heavy,Chain,Thrown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rifle,Martial,Gun,Precision,,Curved,Akimbo,Massive,Whirling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blunderbuss,Martial,Gun,All-In,,Single Edge,One Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Gun,Martial,Gun,All-In,,Barbed,Off Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Serrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Deadly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Blunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Ammo,Receiver,Trigger,Barrel,Grip/Stock,,Optic / Attach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Arrow,Draw,,Range: X/X,Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Balistic,Loading: X,,Long Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
